state,county,violent_crime,property_crime,fips_state,fips_county
alabama,autauga,55,384,1,1
alabama,baldwin,163,737,13,9
alabama,bibb,3,69,13,21
alabama,blount,313,812,47,9
alabama,calhoun,18,211,54,13
alabama,chilton,168,715,1,21
alabama,colbert,58,267,1,33
alabama,elmore,60,757,16,39
alabama,etowah,104,526,1,55
alabama,geneva,58,227,1,61
alabama,hale,17,39,48,189
alabama,henry,14,48,51,89
alabama,houston,103,580,48,225
alabama,jefferson,700,2311,55,55
alabama,lauderdale,37,165,47,97
alabama,lawrence,71,356,47,99
alabama,lee,420,1072,51,105
alabama,limestone,154,1015,48,293
alabama,lowndes,68,236,28,87
alabama,madison,380,2074,51,113
alabama,mobile,136,2375,1,97
alabama,montgomery,115,389,51,121
alabama,morgan,143,284,54,65
alabama,russell,45,351,51,167
alabama,shelby,98,690,48,419
alabama,tuscaloosa,215,1363,1,125
alabama,walker,84,587,48,471
alabama,barbour,34,100,54,1
alabama,bullock,6,46,1,11
alabama,butler,33,190,42,19
alabama,chambers,3,89,48,71
alabama,cherokee,48,357,48,73
alabama,choctaw,13,21,40,23
alabama,clarke,40,91,51,43
alabama,cleburne,6,136,5,23
alabama,coffee,23,138,47,31
alabama,coosa,25,157,1,37
alabama,covington,4,46,28,31
alabama,cullman,73,954,1,43
alabama,dale,44,194,1,45
alabama,dallas,109,501,48,113
alabama,dekalb,147,755,47,41
alabama,franklin,30,291,53,21
alabama,greene,32,99,51,79
alabama,lamar,9,67,48,277
alabama,macon,23,152,47,111
alabama,marengo,52,211,1,91
alabama,marion,19,153,54,49
alabama,marshall,102,511,54,51
alabama,monroe,39,108,55,81
alabama,pike,19,88,42,103
alabama,randolph,6,182,54,83
alabama,sumter,15,60,45,85
alabama,talladega,96,720,1,121
alabama,tallapoosa,21,118,1,123
alabama,wilcox,46,123,13,315
alabama,winston,19,83,28,159
arizona,cochise,189,616,4,3
arizona,coconino,105,422,4,5
arizona,maricopa,1389,5411,4,13
arizona,mohave,172,2425,4,15
arizona,pima,650,8851,4,19
arizona,pinal,219,2195,4,21
arizona,yavapai,249,1153,4,25
arizona,yuma,149,1001,8,125
arizona,graham,8,130,37,75
arizona,greenlee,1,51,4,11
arizona,navajo,85,441,4,17
arkansas,benton,125,712,53,5
arkansas,cleveland,11,94,40,27
arkansas,craighead,51,296,5,31
arkansas,crawford,30,299,55,23
arkansas,crittenden,143,275,21,55
arkansas,faulkner,116,941,5,45
arkansas,garland,296,1612,5,51
arkansas,grant,46,185,55,43
arkansas,jefferson,71,428,55,55
arkansas,lincoln,5,66,56,23
arkansas,little river,27,122,5,81
arkansas,lonoke,85,426,5,85
arkansas,madison,39,137,51,113
arkansas,miller,24,319,29,131
arkansas,perry,41,151,47,135
arkansas,pulaski,412,1805,51,155
arkansas,saline,167,838,31,151
arkansas,sebastian,62,222,5,131
arkansas,washington,198,583,55,131
arkansas,arkansas,13,108,5,1
arkansas,ashley,23,235,5,3
arkansas,baxter,73,632,5,5
arkansas,boone,199,320,54,5
arkansas,bradley,8,32,47,11
arkansas,calhoun,15,40,54,13
arkansas,carroll,44,191,51,35
arkansas,chicot,3,59,5,17
arkansas,clark,12,76,55,19
arkansas,clay,9,67,54,15
arkansas,cleburne,88,336,5,23
arkansas,columbia,12,51,55,21
arkansas,conway,50,252,5,29
arkansas,cross,25,143,5,37
arkansas,dallas,2,31,48,113
arkansas,drew,21,114,5,43
arkansas,franklin,68,203,53,21
arkansas,fulton,35,69,42,57
arkansas,greene,33,189,51,79
arkansas,hempstead,35,189,5,57
arkansas,hot spring,38,205,5,59
arkansas,howard,8,42,48,227
arkansas,independence,176,477,5,63
arkansas,izard,35,260,5,65
arkansas,jackson,24,128,55,53
arkansas,johnson,37,217,56,19
arkansas,lawrence,12,61,47,99
arkansas,lee,1,68,51,105
arkansas,logan,20,183,54,45
arkansas,marion,48,325,54,49
arkansas,mississippi,16,254,29,133
arkansas,monroe,2,48,55,81
arkansas,montgomery,10,85,51,121
arkansas,pike,2,53,42,103
arkansas,polk,30,96,55,95
arkansas,pope,79,379,27,121
arkansas,prairie,4,67,30,79
arkansas,randolph,33,173,54,83
arkansas,scott,22,91,51,169
arkansas,searcy,6,52,5,129
arkansas,sevier,24,69,49,41
arkansas,st. francis,25,272,5,123
arkansas,union,49,317,47,173
arkansas,van buren,28,177,47,175
arkansas,white,146,779,47,185
arkansas,woodruff,4,33,5,147
arkansas,yell,63,190,5,149
california,alameda,675,2202,6,1
california,butte,161,1229,46,19
california,contra costa,318,1525,6,13
california,el dorado,206,2003,6,17
california,fresno,1213,3334,6,19
california,imperial,137,641,6,25
california,kern,2187,9086,6,29
california,kings,165,473,36,47
california,los angeles,6118,17336,6,37
california,madera,451,1102,6,39
california,marin,91,776,6,41
california,merced,521,1504,6,47
california,monterey,243,1311,6,53
california,napa,56,217,6,55
california,orange,271,1178,51,137
california,placer,302,1447,6,61
california,riverside,775,7700,6,65
california,sacramento,2612,9224,6,67
california,san benito,51,144,6,69
california,san bernardino,862,5076,6,71
california,san diego,1486,4548,6,73
california,san joaquin,746,2961,6,77
california,san mateo,311,3109,6,81
california,santa barbara,272,1499,6,83
california,santa clara,383,1271,6,85
california,santa cruz,288,1794,6,87
california,shasta,527,944,6,89
california,solano,105,368,6,95
california,sonoma,636,1149,6,97
california,stanislaus,398,1647,6,99
california,sutter,87,600,6,101
california,tulare4,362,1883,6,107
california,ventura,176,817,6,111
california,yolo,56,282,6,113
california,yuba,224,1156,6,115
california,alpine,13,29,6,3
california,amador,87,356,6,5
california,calaveras,200,588,6,9
california,colusa,60,151,6,11
california,del norte,113,348,6,15
california,glenn,81,235,6,21
california,humboldt,273,949,32,13
california,inyo,84,170,6,27
california,lake,221,558,47,95
california,lassen,60,233,6,35
california,mariposa,107,269,6,43
california,mendocino,254,381,6,45
california,modoc,19,43,6,49
california,mono,16,58,6,51
california,nevada,174,620,6,57
california,plumas,146,293,6,63
california,sierra,5,24,35,51
california,siskiyou,54,241,6,93
california,tehama,89,432,6,103
california,trinity,75,179,48,455
california,tuolumne,173,622,6,109
colorado,adams,549,2895,55,1
colorado,arapahoe,305,2023,8,5
colorado,boulder,94,575,8,13
colorado,clear creek,15,79,8,19
colorado,douglas,292,2410,55,31
colorado,elbert,22,3,13,105
colorado,el paso,411,2096,48,141
colorado,gilpin,15,91,8,47
colorado,jefferson,218,2695,55,55
colorado,larimer,180,939,8,69
colorado,mesa,216,1326,8,77
colorado,pueblo,34,1162,8,101
colorado,teller,25,91,8,119
colorado,weld,150,745,8,123
colorado,alamosa,2,34,8,3
colorado,archuleta,26,113,8,7
colorado,baca,3,3,8,9
colorado,bent,11,111,8,11
colorado,chaffee,6,74,8,15
colorado,cheyenne,2,4,31,33
colorado,conejos,4,62,8,21
colorado,crowley,6,60,8,25
colorado,custer,9,101,46,33
colorado,delta,20,221,48,119
colorado,dolores,7,26,8,33
colorado,fremont,42,222,56,13
colorado,garfield,41,199,53,23
colorado,grand,4,42,49,19
colorado,gunnison,5,33,8,51
colorado,hinsdale,1,7,8,53
colorado,huerfano,15,102,8,55
colorado,jackson,0,7,55,53
colorado,kit carson,2,34,8,63
colorado,lake,8,56,47,95
colorado,la plata,45,190,8,67
colorado,lincoln,2,22,56,23
colorado,logan,6,119,54,45
colorado,mineral,1,0,54,57
colorado,moffat,8,51,8,81
colorado,montezuma,17,161,8,83
colorado,montrose,8,287,8,85
colorado,morgan,21,92,54,65
colorado,otero,6,63,35,35
colorado,phillips,0,8,30,71
colorado,pitkin,5,39,8,97
colorado,prowers,12,10,8,99
colorado,rio blanco,0,18,8,103
colorado,rio grande,1,4,72,119
colorado,routt,1,43,8,107
colorado,saguache,0,21,8,109
colorado,san juan,0,5,72,127
colorado,summit,45,261,49,43
colorado,washington,9,99,55,131
delaware,new castle,933,4308,10,3
florida,alachua,617,1939,12,1
florida,baker,88,331,41,1
florida,bay,357,2416,26,17
florida,brevard,729,4216,12,9
florida,broward,313,813,12,11
florida,charlotte,360,2051,51,37
florida,citrus,399,2037,12,17
florida,clay,514,2993,54,15
florida,collier,957,3873,12,21
florida,escambia,1400,8035,12,33
florida,flagler,228,1616,12,35
florida,gadsden,114,407,12,39
florida,gilchrist,25,70,12,41
florida,gulf,27,175,12,45
florida,hernando,457,2939,12,53
florida,highlands,250,2040,12,55
florida,hillsborough,2037,13751,33,11
florida,indian river,355,1902,12,61
florida,jefferson,107,180,55,55
florida,lake,489,2644,47,95
florida,lee,1299,6002,51,105
florida,leon,362,1914,48,289
florida,manatee,1484,4850,12,81
florida,marion,881,4517,54,49
florida,martin,323,2288,48,317
florida,miami-dade,5957,35112,12,86
florida,nassau,179,904,36,59
florida,okaloosa,512,2957,12,91
florida,orange,4367,23807,51,137
florida,osceola,836,4672,26,133
florida,palm beach,1893,12337,12,99
florida,pasco,1377,7375,12,101
florida,pinellas,647,4940,12,103
florida,polk,1206,5851,55,95
florida,santa rosa,234,1562,12,113
florida,sarasota,502,4440,12,115
florida,seminole,580,3079,40,133
florida,st. johns,318,2717,12,109
florida,st. lucie,223,1469,12,111
florida,sumter,259,966,45,85
florida,volusia,589,3073,12,127
florida,wakulla,88,507,12,129
florida,walton,151,1111,13,297
florida,bradford,55,207,42,15
florida,calhoun,22,56,54,13
florida,columbia,199,1012,55,21
florida,desoto,85,639,28,33
florida,dixie,84,246,12,29
florida,franklin,22,121,53,21
florida,glades,31,178,12,43
florida,hamilton,58,223,48,193
florida,hardee,49,294,12,49
florida,hendry,134,790,12,51
florida,holmes,64,257,39,75
florida,jackson,147,707,55,53
florida,lafayette,35,35,55,65
florida,levy,447,527,12,75
florida,liberty,12,69,48,291
florida,madison,158,237,51,113
florida,monroe,191,1015,55,81
florida,okeechobee,132,948,12,93
florida,putnam,169,1011,54,79
florida,suwannee,144,390,12,121
florida,taylor,180,262,55,119
florida,union,31,112,47,173
florida,washington,44,175,55,131
georgia,barrow,238,1153,13,13
georgia,bibb,924,7607,13,21
georgia,brantley,27,421,13,25
georgia,brooks,40,173,48,47
georgia,bryan,87,281,40,13
georgia,burke,40,237,38,13
georgia,butts,69,376,13,35
georgia,carroll,159,1315,51,35
georgia,catoosa,76,843,13,47
georgia,cherokee,119,1449,48,73
georgia,clarke,0,0,51,43
georgia,clayton,6,10,19,43
georgia,clayton,1543,8711,19,43
georgia,cobb,7,26,13,67
georgia,cobb,1221,11899,13,67
georgia,columbia,67,1963,55,21
georgia,coweta,109,1256,13,77
georgia,crawford,15,261,55,23
georgia,dawson,36,454,48,115
georgia,dekalb,0,0,47,41
georgia,dekalb,3184,23246,47,41
georgia,dougherty,1,98,13,95
georgia,dougherty,35,322,13,95
georgia,douglas,189,2025,55,31
georgia,echols,2,45,13,101
georgia,effingham,49,450,17,49
georgia,fayette,51,365,54,19
georgia,floyd,33,122,51,63
georgia,forsyth,125,1758,37,67
georgia,fulton,11,7,42,57
georgia,fulton,981,5339,42,57
georgia,glynn,0,0,13,127
georgia,glynn,182,1822,13,127
georgia,gwinnett,1604,15079,13,135
georgia,hall,267,1805,48,191
georgia,heard,13,111,13,149
georgia,henry,0,87,51,89
georgia,henry,351,3949,51,89
georgia,houston,98,1264,48,225
georgia,jasper,61,226,48,241
georgia,jones,27,329,48,253
georgia,lamar,8,146,48,277
georgia,lanier,24,119,13,173
georgia,lee,51,561,51,105
georgia,liberty,105,288,48,291
georgia,lincoln,24,129,56,23
georgia,long,20,190,13,183
georgia,lowndes,62,775,28,87
georgia,madison,41,402,51,113
georgia,marion,2,31,54,49
georgia,mcduffie,37,224,13,189
georgia,mcintosh,29,327,40,91
georgia,meriwether,52,244,13,199
georgia,monroe,28,416,55,81
georgia,muscogee,0,0,13,215
georgia,newton,357,1669,48,351
georgia,oconee,27,419,45,73
georgia,oglethorpe,32,216,13,221
georgia,paulding,180,2450,39,125
georgia,peach,23,273,13,225
georgia,pickens,74,322,45,77
georgia,pike,13,181,42,103
georgia,pulaski,57,235,51,155
georgia,rockdale,171,1683,13,247
georgia,spalding,148,1094,13,255
georgia,terrell,7,58,48,443
georgia,twiggs,16,124,13,289
georgia,walker,237,965,48,471
georgia,walton,79,635,13,297
georgia,whitfield,138,1263,13,313
georgia,worth,44,207,29,227
georgia,appling,20,304,13,1
georgia,bacon,15,126,13,5
georgia,baldwin,200,649,13,9
georgia,banks,43,471,13,11
georgia,ben hill,17,192,13,17
georgia,berrien,20,173,26,21
georgia,bleckley,21,111,13,23
georgia,bulloch,33,553,13,31
georgia,calhoun,1,4,54,13
georgia,candler,7,117,13,43
georgia,charlton,18,108,13,49
georgia,chattooga,37,287,13,55
georgia,clay,8,25,54,15
georgia,clinch,10,46,13,65
georgia,coffee,107,653,47,31
georgia,cook,33,121,27,31
georgia,crisp,12,336,13,81
georgia,decatur,46,293,47,39
georgia,dodge,20,213,55,27
georgia,dooly,9,86,13,93
georgia,early,31,87,13,99
georgia,elbert,22,269,13,105
georgia,emanuel,4,240,13,107
georgia,evans,6,19,13,109
georgia,fannin,12,212,48,147
georgia,franklin,12,241,53,21
georgia,gilmer,59,414,54,21
georgia,glascock,1,15,13,125
georgia,gordon,104,537,13,129
georgia,grady,30,182,40,51
georgia,greene,10,152,51,79
georgia,habersham,44,254,13,137
georgia,hancock,16,91,54,29
georgia,hart,46,248,21,99
georgia,irwin,6,108,13,155
georgia,jackson,72,745,55,53
georgia,jeff davis,13,170,48,243
georgia,jefferson,36,128,55,55
georgia,laurens,73,559,45,59
georgia,lumpkin,13,396,13,187
georgia,macon,0,35,47,111
georgia,miller,1,44,29,131
georgia,mitchell,33,265,48,335
georgia,pierce,54,239,55,93
georgia,polk,0,0,55,95
georgia,polk,40,527,55,95
georgia,putnam,41,327,54,79
georgia,quitman,5,8,28,119
georgia,rabun,15,234,13,241
georgia,randolph,9,41,54,83
georgia,schley,5,18,13,249
georgia,screven,39,180,13,251
georgia,seminole,30,64,40,133
georgia,stephens,17,330,48,429
georgia,sumter,18,141,45,85
georgia,talbot,15,90,24,41
georgia,taliaferro,5,20,13,265
georgia,tattnall,23,270,13,267
georgia,taylor,12,76,55,119
georgia,thomas,53,471,31,171
georgia,tift,72,587,13,277
georgia,towns,31,131,13,281
georgia,treutlen,3,63,13,283
georgia,troup,51,594,13,285
georgia,union,14,211,47,173
georgia,upson,23,254,13,293
georgia,ware,92,623,13,299
georgia,warren,15,47,51,187
georgia,washington,12,119,55,131
georgia,wayne,156,802,54,99
georgia,webster,0,3,54,101
georgia,wheeler,6,42,48,483
georgia,white,34,162,47,185
georgia,wilkes,19,30,37,193
georgia,wilkinson,19,43,28,157
hawaii,maui,446,5729,15,9
hawaii,hawaii,508,5373,15,1
hawaii,kauai,183,1813,15,7
idaho,ada,241,713,16,1
idaho,bannock,1,13,16,5
idaho,boise,10,56,16,15
idaho,bonneville,112,546,16,19
idaho,canyon,94,507,16,27
idaho,franklin,1,56,53,21
idaho,gem,9,23,16,45
idaho,jefferson,13,126,55,55
idaho,jerome,28,112,16,53
idaho,nez perce,6,81,16,69
idaho,owyhee,24,76,16,73
idaho,twin falls,57,210,16,83
idaho,adams,13,39,55,1
idaho,bear lake,0,44,16,7
idaho,benewah,24,89,16,9
idaho,bingham,28,189,16,11
idaho,blaine,5,23,40,11
idaho,caribou,0,21,16,29
idaho,cassia,45,367,16,31
idaho,clearwater,29,48,27,29
idaho,custer,1,23,46,33
idaho,elmore,17,85,16,39
idaho,fremont,8,71,56,13
idaho,gooding,14,56,16,47
idaho,idaho,18,79,16,49
idaho,latah,16,155,16,57
idaho,lewis,2,18,54,41
idaho,madison,20,80,51,113
idaho,minidoka,19,112,16,67
idaho,oneida,6,68,55,85
idaho,payette,14,77,16,75
idaho,power,2,33,16,77
idaho,teton,13,55,56,39
idaho,valley,8,57,31,175
idaho,washington,14,12,55,131
illinois,alexander,7,50,37,3
illinois,bond,2,61,17,5
illinois,boone,32,152,54,5
illinois,champaign,91,466,39,21
illinois,clinton,15,43,42,35
illinois,cook,182,467,27,31
illinois,dupage,80,702,17,43
illinois,ford,24,79,20,57
illinois,grundy,18,137,47,61
illinois,henry,6,58,51,89
illinois,jackson,31,266,55,53
illinois,jersey,14,112,17,83
illinois,kane,67,318,49,25
illinois,kankakee,49,302,17,91
illinois,kendall,78,152,48,259
illinois,lake,101,1048,47,95
illinois,macon,27,270,47,111
illinois,macoupin,11,180,17,117
illinois,madison,150,1025,51,113
illinois,marshall,5,27,54,51
illinois,mchenry,68,372,38,49
illinois,mclean,24,118,38,55
illinois,menard,7,28,48,327
illinois,peoria,114,866,17,143
illinois,piatt,7,39,17,147
illinois,rock island,61,285,17,161
illinois,sangamon,149,624,17,167
illinois,stark,6,49,39,151
illinois,st. clair,98,730,29,185
illinois,vermilion,70,398,22,113
illinois,will,144,865,17,197
illinois,williamson,8,321,48,491
illinois,winnebago,118,758,55,139
illinois,woodford,11,89,21,239
illinois,adams,37,186,55,1
illinois,brown,3,15,55,9
illinois,bureau,17,156,17,11
illinois,carroll,2,70,51,35
illinois,cass,6,9,48,67
illinois,clark,5,42,55,19
illinois,clay,3,55,54,15
illinois,coles,22,104,17,29
illinois,crawford,1,40,55,23
illinois,cumberland,2,30,51,49
illinois,douglas,4,46,55,31
illinois,edgar,4,59,17,45
illinois,effingham,11,131,17,49
illinois,fayette,2,93,54,19
illinois,franklin,26,228,53,21
illinois,fulton,12,106,42,57
illinois,gallatin,2,40,30,31
illinois,greene,2,31,51,79
illinois,hancock,7,86,54,29
illinois,hardin,19,31,48,199
illinois,iroquois,21,156,17,75
illinois,jasper,0,6,48,241
illinois,jefferson,48,234,55,55
illinois,jo daviess,2,77,17,85
illinois,knox,30,128,48,275
illinois,la salle,50,297,48,283
illinois,lee,34,147,51,105
illinois,livingston,20,169,36,51
illinois,logan,20,43,54,45
illinois,marion,39,141,54,49
illinois,mason,13,65,54,53
illinois,massac,13,95,17,127
illinois,mcdonough,3,36,17,109
illinois,montgomery,1,107,51,121
illinois,morgan,24,110,54,65
illinois,ogle,15,142,17,141
illinois,perry,6,37,47,135
illinois,pike,5,60,42,103
illinois,putnam,2,18,54,79
illinois,randolph,1,13,54,83
illinois,richland,20,76,55,103
illinois,saline,20,175,31,151
illinois,schuyler,1,0,36,97
illinois,scott,0,17,51,169
illinois,shelby,4,23,48,419
illinois,stephenson,9,157,17,177
illinois,union,22,99,47,173
illinois,wabash,0,11,18,169
illinois,washington,27,42,55,131
illinois,white,27,114,47,185
illinois,whiteside,24,106,17,195
indiana,allen,167,731,39,3
indiana,bartholomew,62,579,18,5
indiana,clark,114,524,55,19
indiana,delaware,59,377,42,45
indiana,johnson,63,536,56,19
indiana,lake,61,654,47,95
indiana,madison,32,428,51,113
indiana,monroe,42,682,55,81
indiana,shelby,50,213,48,419
indiana,st. joseph,119,1239,26,149
indiana,tippecanoe,45,515,18,157
indiana,vanderburgh,89,688,18,163
indiana,vigo6,61,879,18,167
indiana,clinton,13,194,42,35
indiana,crawford,28,90,55,23
indiana,daviess,1,92,29,61
indiana,franklin,3,137,53,21
indiana,grant,28,223,55,43
indiana,greene,2,213,51,79
indiana,huntington,5,94,18,69
indiana,jackson,17,349,55,53
indiana,jennings,22,229,18,79
indiana,lagrange,38,172,18,87
indiana,lawrence,69,251,47,99
indiana,miami,11,246,39,109
indiana,noble,12,243,40,103
indiana,starke,18,403,18,149
indiana,wayne,14,198,54,99
iowa,benton,24,98,53,5
iowa,black hawk,26,146,19,13
iowa,dallas,34,103,48,113
iowa,dubuque,16,166,19,61
iowa,grundy,10,60,47,61
iowa,guthrie,6,54,19,77
iowa,harrison,17,68,54,33
iowa,johnson,70,234,56,19
iowa,linn,33,311,41,43
iowa,madison,1,41,51,113
iowa,mills,21,97,48,333
iowa,plymouth,14,32,25,23
iowa,polk,113,677,55,95
iowa,pottawattamie,64,311,19,155
iowa,scott,50,207,51,169
iowa,story,14,131,19,169
iowa,warren,52,191,51,187
iowa,washington,31,84,55,131
iowa,woodbury,27,166,19,193
iowa,adair,4,39,40,1
iowa,appanoose,17,126,19,7
iowa,audubon,3,19,19,9
iowa,boone,20,57,54,5
iowa,buchanan,5,122,51,27
iowa,buena vista,11,29,19,21
iowa,butler,2,9,42,19
iowa,calhoun,7,36,54,13
iowa,carroll,3,3,51,35
iowa,cass,16,50,48,67
iowa,cedar,7,64,31,27
iowa,cerro gordo,11,98,19,33
iowa,cherokee,4,21,48,73
iowa,chickasaw,11,32,28,17
iowa,clarke,4,36,51,43
iowa,clay,9,40,54,15
iowa,clayton,9,46,19,43
iowa,clinton,38,126,42,35
iowa,crawford,4,14,55,23
iowa,davis,2,8,49,11
iowa,decatur,7,17,47,39
iowa,delaware,14,86,42,45
iowa,des moines,7,157,19,57
iowa,dickinson,10,27,26,43
iowa,emmet,10,37,26,47
iowa,fayette,11,39,54,19
iowa,floyd,2,23,51,63
iowa,franklin,1,0,53,21
iowa,fremont,21,59,56,13
iowa,hamilton,5,40,48,193
iowa,henry,16,89,51,89
iowa,howard,1,63,48,227
iowa,humboldt,3,41,32,13
iowa,ida,9,23,19,93
iowa,iowa,17,69,55,49
iowa,jackson,3,21,55,53
iowa,jasper,32,121,48,241
iowa,jefferson,0,45,55,55
iowa,keokuk,6,48,19,107
iowa,kossuth,14,15,19,109
iowa,lee,27,99,51,105
iowa,louisa,30,100,51,109
iowa,lucas,13,86,39,95
iowa,lyon,11,62,32,19
iowa,mahaska,15,130,19,123
iowa,marion,42,67,54,49
iowa,marshall,26,91,54,51
iowa,monona,11,34,19,133
iowa,monroe,7,23,55,81
iowa,muscatine,29,67,19,139
iowa,o'brien,25,73,19,141
iowa,osceola,5,81,26,133
iowa,page,7,42,51,139
iowa,palo alto,18,67,19,147
iowa,sac,8,50,19,161
iowa,shelby,6,24,48,419
iowa,sioux,2,51,38,85
iowa,tama,36,83,19,171
iowa,taylor,3,17,55,119
iowa,union,6,44,47,173
iowa,van buren,4,53,47,175
iowa,wapello,22,186,19,179
iowa,wayne,13,54,54,99
iowa,webster,46,127,54,101
iowa,winneshiek,8,32,19,191
iowa,worth,10,50,29,227
iowa,wright,2,19,29,229
kansas,butler,49,442,42,19
kansas,doniphan,4,31,20,43
kansas,harvey,23,72,20,79
kansas,jackson,21,90,55,53
kansas,johnson,46,317,56,19
kansas,kingman,7,55,20,95
kansas,leavenworth,32,186,20,103
kansas,miami,31,196,39,109
kansas,osage,13,52,40,113
kansas,pottawatomie,45,214,40,125
kansas,riley,221,1355,20,161
kansas,shawnee,79,899,20,177
kansas,sumner,33,170,47,165
kansas,wabaunsee,7,70,20,197
kansas,wyandotte,59,77,20,209
kansas,allen,12,71,39,3
kansas,anderson,6,52,48,1
kansas,atchison,6,26,29,5
kansas,barber,2,12,20,7
kansas,barton,12,51,29,11
kansas,bourbon,16,102,21,17
kansas,brown,10,15,55,9
kansas,chautauqua,1,18,36,13
kansas,cherokee,30,180,48,73
kansas,cheyenne,5,16,31,33
kansas,cloud,14,54,20,29
kansas,cowley,23,123,20,35
kansas,crawford,35,161,55,23
kansas,dickinson,16,139,26,43
kansas,edwards,2,19,48,137
kansas,ellis,21,62,48,139
kansas,ellsworth,8,46,20,53
kansas,finney,30,162,20,55
kansas,ford,23,99,20,57
kansas,franklin,48,161,53,21
kansas,geary,15,32,20,61
kansas,gove,2,13,20,63
kansas,grant,5,10,55,43
kansas,gray,15,79,48,179
kansas,greeley,2,13,31,77
kansas,greenwood,17,58,45,47
kansas,harper,1,14,40,59
kansas,haskell,0,32,48,207
kansas,hodgeman,1,10,20,83
kansas,kearny,7,52,20,93
kansas,kiowa,0,28,40,75
kansas,lane,4,3,41,39
kansas,logan,0,19,54,45
kansas,lyon,16,78,32,19
kansas,marion,4,69,54,49
kansas,mcpherson,5,53,46,89
kansas,mitchell,0,10,48,335
kansas,montgomery,11,113,51,121
kansas,morris,5,42,48,343
kansas,morton,1,25,38,59
kansas,nemaha,2,52,31,127
kansas,neosho,9,74,20,133
kansas,ness,8,28,20,135
kansas,norton,5,20,20,137
kansas,ottawa,3,71,40,115
kansas,pawnee,0,19,40,117
kansas,phillips,3,29,30,71
kansas,pratt,5,24,20,151
kansas,reno,30,257,20,155
kansas,republic,3,27,20,157
kansas,rice,9,70,27,131
kansas,rooks,3,32,20,163
kansas,rush,6,73,20,165
kansas,russell,10,28,51,167
kansas,saline,20,104,31,151
kansas,seward,13,15,31,159
kansas,sherman,2,4,48,421
kansas,stafford,4,17,51,179
kansas,thomas,7,43,31,171
kansas,trego,0,12,20,195
kansas,washington,1,22,55,131
kansas,wichita,5,23,48,485
kansas,wilson,5,42,48,493
kansas,woodson,4,26,20,207
kentucky,allen,9,145,39,3
kentucky,boone,65,911,54,5
kentucky,bourbon,2,77,21,17
kentucky,boyd,14,171,31,15
kentucky,bracken,2,22,21,23
kentucky,bullitt,33,500,21,29
kentucky,butler,2,71,42,19
kentucky,campbell,0,0,56,5
kentucky,campbell,20,197,56,5
kentucky,christian,22,322,29,43
kentucky,clark,13,220,55,19
kentucky,daviess,10,405,29,61
kentucky,edmonson,3,28,21,61
kentucky,fayette,0,0,54,19
kentucky,gallatin,0,34,30,31
kentucky,grant,5,128,55,43
kentucky,greenup,2,27,21,89
kentucky,hardin,12,157,48,199
kentucky,henderson,14,162,48,213
kentucky,henry,2,3,51,89
kentucky,jefferson,0,0,55,55
kentucky,jessamine,15,280,21,113
kentucky,kenton,1,6,21,117
kentucky,kenton,18,125,21,117
kentucky,larue,1,32,21,123
kentucky,mclean,6,52,38,55
kentucky,meade,11,154,46,93
kentucky,oldham,0,4,48,359
kentucky,oldham,27,450,48,359
kentucky,pendleton,4,71,54,71
kentucky,scott,9,220,51,169
kentucky,shelby,21,312,48,419
kentucky,spencer,1,56,21,215
kentucky,trigg,12,47,21,221
kentucky,trimble,1,14,21,223
kentucky,warren,37,516,51,187
kentucky,adair,0,17,40,1
kentucky,anderson,3,44,48,1
kentucky,ballard,5,65,21,7
kentucky,barren,13,124,21,9
kentucky,bath,0,21,51,17
kentucky,bell,15,113,48,27
kentucky,boyle,4,44,21,21
kentucky,breckinridge,5,51,21,27
kentucky,caldwell,1,48,48,55
kentucky,calloway,19,328,21,35
kentucky,carlisle,0,9,21,39
kentucky,carroll,1,5,51,35
kentucky,carter,7,66,47,19
kentucky,casey,1,29,21,45
kentucky,clay,1,108,54,15
kentucky,clinton,2,27,42,35
kentucky,crittenden,1,17,21,55
kentucky,cumberland,0,6,51,49
kentucky,fleming,4,11,21,69
kentucky,floyd,3,59,51,63
kentucky,franklin,28,265,53,21
kentucky,fulton,1,6,42,57
kentucky,graves,31,284,21,83
kentucky,grayson,7,53,51,77
kentucky,harlan,3,23,31,83
kentucky,harrison,1,107,54,33
kentucky,hart,7,57,21,99
kentucky,hickman,2,16,47,81
kentucky,hopkins,8,236,48,223
kentucky,jackson,5,70,55,53
kentucky,johnson,3,45,56,19
kentucky,knott,0,20,21,119
kentucky,knox,14,150,48,275
kentucky,laurel,49,599,21,125
kentucky,lawrence,0,44,47,99
kentucky,lee,0,2,51,105
kentucky,leslie,3,2,21,131
kentucky,letcher,0,19,21,133
kentucky,lewis,2,16,54,41
kentucky,lincoln,4,77,56,23
kentucky,livingston,5,66,36,51
kentucky,logan,15,151,54,45
kentucky,lyon,0,32,32,19
kentucky,madison,10,341,51,113
kentucky,magoffin,1,6,21,153
kentucky,marion,2,68,54,49
kentucky,marshall,28,181,54,51
kentucky,martin,3,15,48,317
kentucky,mason,11,85,54,53
kentucky,mccracken,43,499,21,145
kentucky,mccreary,4,37,21,147
kentucky,menifee,4,28,21,165
kentucky,mercer,3,26,54,55
kentucky,metcalfe,4,58,21,169
kentucky,monroe,0,9,55,81
kentucky,montgomery,14,273,51,121
kentucky,morgan,0,19,54,65
kentucky,muhlenberg,11,95,21,177
