StateFIPS,CountyFIPS,Name,Total,Employed,Unemployed
25,019,"Nantucket County/town, MA",7050,6727,323
25,021,"Norfolk County, MA",372572,359531,13041
25,023,"Plymouth County, MA",270543,259120,11423
25,025,"Suffolk County, MA",427208,411526,15682
25,027,"Worcester County, MA",430035,411749,18286
26,001,"Alcona County, MI",3839,3543,296
26,003,"Alger County, MI",3274,3002,272
26,005,"Allegan County, MI",61447,59033,2414
26,007,"Alpena County, MI",13689,12867,822
26,009,"Antrim County, MI",10098,9378,720
26,011,"Arenac County, MI",6140,5627,513
26,013,"Baraga County, MI",3230,2962,268
26,015,"Barry County, MI",30829,29584,1245
26,017,"Bay County, MI",52039,49168,2871
26,019,"Benzie County, MI",8864,8276,588
26,021,"Berrien County, MI",74004,70297,3707
26,023,"Branch County, MI",19157,18224,933
26,025,"Calhoun County, MI",64585,61453,3132
26,027,"Cass County, MI",24412,23254,1158
26,029,"Charlevoix County, MI",13093,12362,731
26,031,"Cheboygan County, MI",10851,9821,1030
26,033,"Chippewa County, MI",16438,15165,1273
26,035,"Clare County, MI",11991,11106,885
26,037,"Clinton County, MI",40607,39093,1514
26,039,"Crawford County, MI",5383,4972,411
26,041,"Delta County, MI",17169,16033,1136
26,043,"Dickinson County, MI",12539,11882,657
26,045,"Eaton County, MI",57051,54670,2381
26,047,"Emmet County, MI",17649,16489,1160
26,049,"Genesee County, MI",180586,170150,10436
26,051,"Gladwin County, MI",9915,9216,699
26,053,"Gogebic County, MI",6354,5961,393
26,055,"Grand Traverse County, MI",49515,47371,2144
26,057,"Gratiot County, MI",18220,17266,954
26,059,"Hillsdale County, MI",21233,20150,1083
26,061,"Houghton County, MI",16612,15585,1027
26,063,"Huron County, MI",16042,15204,838
26,065,"Ingham County, MI",149317,142853,6464
26,067,"Ionia County, MI",29735,28468,1267
26,069,"Iosco County, MI",10141,9395,746
26,071,"Iron County, MI",5233,4891,342
26,073,"Isabella County, MI",35448,33768,1680
26,075,"Jackson County, MI",74612,70963,3649
26,077,"Kalamazoo County, MI",132365,126947,5418
26,079,"Kalkaska County, MI",7743,7182,561
26,081,"Kent County, MI",351257,338786,12471
26,083,"Keweenaw County, MI",944,862,82
26,085,"Lake County, MI",3764,3479,285
26,087,"Lapeer County, MI",40678,38080,2598
26,089,"Leelanau County, MI",10603,10083,520
26,091,"Lenawee County, MI",47487,45278,2209
26,093,"Livingston County, MI",99935,95886,4049
26,095,"Luce County, MI",2409,2245,164
26,097,"Mackinac County, MI",5208,4689,519
26,099,"Macomb County, MI",435441,412956,22485
26,101,"Manistee County, MI",10565,9866,699
26,103,"Marquette County, MI",33412,31489,1923
26,105,"Mason County, MI",14316,13476,840
26,107,"Mecosta County, MI",19160,18071,1089
26,109,"Menominee County, MI",11281,10693,588
26,111,"Midland County, MI",41136,39179,1957
26,113,"Missaukee County, MI",7045,6622,423
26,115,"Monroe County, MI",76614,73276,3338
26,117,"Montcalm County, MI",28000,26501,1499
26,119,"Montmorency County, MI",3069,2755,314
26,121,"Muskegon County, MI",77659,73383,4276
26,123,"Newaygo County, MI",23394,22239,1155
26,125,"Oakland County, MI",652450,625608,26842
26,127,"Oceana County, MI",12360,11446,914
26,129,"Ogemaw County, MI",8262,7612,650
26,131,"Ontonagon County, MI",2209,2019,190
26,133,"Osceola County, MI",10462,9859,603
26,135,"Oscoda County, MI",2915,2700,215
26,137,"Otsego County, MI",11721,11017,704
26,139,"Ottawa County, MI",155788,150491,5297
26,141,"Presque Isle County, MI",5304,4792,512
26,143,"Roscommon County, MI",7894,7219,675
26,145,"Saginaw County, MI",88762,83977,4785
26,147,"St. Clair County, MI",74615,70103,4512
26,149,"St. Joseph County, MI",29200,27985,1215
26,151,"Sanilac County, MI",19470,18247,1223
26,153,"Schoolcraft County, MI",3399,3087,312
26,155,"Shiawassee County, MI",33510,31723,1787
26,157,"Tuscola County, MI",24253,22711,1542
26,159,"Van Buren County, MI",35566,33502,2064
26,161,"Washtenaw County, MI",192000,184914,7086
26,163,"Wayne County, MI",778939,730549,48390
26,165,"Wexford County, MI",14741,13868,873
27,001,"Aitkin County, MN",7024,6531,493
27,003,"Anoka County, MN",191787,184641,7146
27,005,"Becker County, MN",18547,17699,848
27,007,"Beltrami County, MN",23662,22427,1235
27,009,"Benton County, MN",21764,20803,961
27,011,"Big Stone County, MN",2702,2572,130
27,013,"Blue Earth County, MN",39595,38325,1270
27,015,"Brown County, MN",14512,13904,608
27,017,"Carlton County, MN",17731,16791,940
27,019,"Carver County, MN",56292,54436,1856
27,021,"Cass County, MN",14150,13183,967
27,023,"Chippewa County, MN",6963,6648,315
27,025,"Chisago County, MN",29128,27869,1259
27,027,"Clay County, MN",35591,34368,1223
27,029,"Clearwater County, MN",4713,4260,453
27,031,"Cook County, MN",3093,2952,141
27,033,"Cottonwood County, MN",5530,5134,396
27,035,"Crow Wing County, MN",31820,30198,1622
27,037,"Dakota County, MN",234941,226978,7963
27,039,"Dodge County, MN",11549,11120,429
27,041,"Douglas County, MN",20218,19513,705
27,043,"Faribault County, MN",7316,6995,321
27,045,"Fillmore County, MN",11492,11028,464
27,047,"Freeborn County, MN",16276,15654,622
27,049,"Goodhue County, MN",26830,25833,997
27,051,"Grant County, MN",3285,3131,154
27,053,"Hennepin County, MN",685106,662298,22808
27,055,"Houston County, MN",10593,10179,414
27,057,"Hubbard County, MN",9790,9154,636
27,059,"Isanti County, MN",20661,19697,964
27,061,"Itasca County, MN",22014,20132,1882
27,063,"Jackson County, MN",6094,5819,275
27,065,"Kanabec County, MN",8987,8402,585
27,067,"Kandiyohi County, MN",24175,23256,919
27,069,"Kittson County, MN",2403,2293,110
27,071,"Koochiching County, MN",6159,5636,523
27,073,"Lac qui Parle County, MN",3617,3462,155
27,075,"Lake County, MN",5414,5069,345
27,077,"Lake of the Woods County, MN",2382,2267,115
27,079,"Le Sueur County, MN",15550,14790,760
27,081,"Lincoln County, MN",3380,3257,123
27,083,"Lyon County, MN",15176,14637,539
27,085,"McLeod County, MN",19765,18893,872
27,087,"Mahnomen County, MN",2388,2250,138
27,089,"Marshall County, MN",5615,5204,411
27,091,"Martin County, MN",10455,10025,430
27,093,"Meeker County, MN",13254,12659,595
27,095,"Mille Lacs County, MN",12717,11958,759
27,097,"Morrison County, MN",17856,16853,1003
27,099,"Mower County, MN",20506,19858,648
27,101,"Murray County, MN",4953,4719,234
27,103,"Nicollet County, MN",20343,19767,576
27,105,"Nobles County, MN",11450,11018,432
27,107,"Norman County, MN",3439,3275,164
27,109,"Olmsted County, MN",85163,82628,2535
27,111,"Otter Tail County, MN",31275,29913,1362
27,113,"Pennington County, MN",9039,8518,521
27,115,"Pine County, MN",14830,13963,867
27,117,"Pipestone County, MN",4899,4712,187
27,119,"Polk County, MN",17136,16392,744
27,121,"Pope County, MN",6299,6075,224
27,123,"Ramsey County, MN",282227,272058,10169
27,125,"Red Lake County, MN",2289,2121,168
27,127,"Redwood County, MN",8315,7974,341
27,129,"Renville County, MN",8411,7969,442
27,131,"Rice County, MN",36083,34818,1265
27,133,"Rock County, MN",5907,5770,137
27,135,"Roseau County, MN",8244,7822,422
27,137,"St. Louis County, MN",102556,96688,5868
27,139,"Scott County, MN",80660,78068,2592
27,141,"Sherburne County, MN",50664,48603,2061
27,143,"Sibley County, MN",8488,8125,363
27,145,"Stearns County, MN",88889,85541,3348
27,147,"Steele County, MN",21176,20422,754
27,149,"Stevens County, MN",5647,5478,169
27,151,"Swift County, MN",5045,4773,272
27,153,"Todd County, MN",12900,12292,608
27,155,"Traverse County, MN",1705,1639,66
27,157,"Wabasha County, MN",12007,11564,443
27,159,"Wadena County, MN",6246,5875,371
27,161,"Waseca County, MN",9461,9055,406
27,163,"Washington County, MN",138733,134104,4629
27,165,"Watonwan County, MN",6573,6253,320
27,167,"Wilkin County, MN",3718,3597,121
27,169,"Winona County, MN",29250,28213,1037
27,171,"Wright County, MN",73060,70243,2817
27,173,"Yellow Medicine County, MN",5475,5265,210
28,001,"Adams County, MS",11207,10261,946
28,003,"Alcorn County, MS",15747,14911,836
28,005,"Amite County, MS",4489,4153,336
28,007,"Attala County, MS",6984,6506,478
28,009,"Benton County, MS",3034,2826,208
28,011,"Bolivar County, MS",13346,12360,986
28,013,"Calhoun County, MS",6156,5819,337
28,015,"Carroll County, MS",3549,3286,263
28,017,"Chickasaw County, MS",7062,6588,474
28,019,"Choctaw County, MS",3710,3496,214
28,021,"Claiborne County, MS",3082,2725,357
28,023,"Clarke County, MS",6049,5631,418
28,025,"Clay County, MS",7988,7326,662
28,027,"Coahoma County, MS",9181,8368,813
28,029,"Copiah County, MS",11230,10482,748
28,031,"Covington County, MS",8116,7666,450
28,033,"DeSoto County, MS",86854,83114,3740
28,035,"Forrest County, MS",33231,31288,1943
28,037,"Franklin County, MS",2841,2633,208
28,039,"George County, MS",8777,8113,664
28,041,"Greene County, MS",4268,3951,317
28,043,"Grenada County, MS",9563,9063,500
28,045,"Hancock County, MS",18788,17620,1168
28,047,"Harrison County, MS",86334,81468,4866
28,049,"Hinds County, MS",109481,103402,6079
28,051,"Holmes County, MS",5958,5290,668
28,053,"Humphreys County, MS",2366,2091,275
28,055,"Issaquena County, MS",400,343,57
28,057,"Itawamba County, MS",10354,9818,536
28,059,"Jackson County, MS",58850,54898,3952
28,061,"Jasper County, MS",6166,5684,482
28,063,"Jefferson County, MS",2221,1884,337
28,065,"Jefferson Davis County, MS",4165,3814,351
28,067,"Jones County, MS",25680,24075,1605
28,069,"Kemper County, MS",3540,3225,315
28,071,"Lafayette County, MS",25868,24579,1289
28,073,"Lamar County, MS",29464,28097,1367
28,075,"Lauderdale County, MS",31639,29740,1899
28,077,"Lawrence County, MS",4655,4317,338
28,079,"Leake County, MS",7720,7242,478
28,081,"Lee County, MS",40620,38598,2022
28,083,"Leflore County, MS",10296,9343,953
28,085,"Lincoln County, MS",14358,13524,834
28,087,"Lowndes County, MS",25405,23813,1592
28,089,"Madison County, MS",53109,50769,2340
28,091,"Marion County, MS",10221,9537,684
28,093,"Marshall County, MS",14492,13600,892
28,095,"Monroe County, MS",15569,14567,1002
28,097,"Montgomery County, MS",4218,3943,275
28,099,"Neshoba County, MS",10652,10027,625
28,101,"Newton County, MS",8603,8085,518
28,103,"Noxubee County, MS",3949,3616,333
28,105,"Oktibbeha County, MS",22946,21675,1271
28,107,"Panola County, MS",13128,12143,985
28,109,"Pearl River County, MS",23116,21706,1410
28,111,"Perry County, MS",4339,4023,316
28,113,"Pike County, MS",14608,13597,1011
28,115,"Pontotoc County, MS",14367,13673,694
28,117,"Prentiss County, MS",11011,10398,613
28,119,"Quitman County, MS",2607,2348,259
28,121,"Rankin County, MS",74573,71558,3015
28,123,"Scott County, MS",13197,12579,618
28,125,"Sharkey County, MS",1708,1555,153
28,127,"Simpson County, MS",10882,10278,604
28,129,"Smith County, MS",6707,6346,361
28,131,"Stone County, MS",6465,6021,444
28,133,"Sunflower County, MS",8307,7520,787
28,135,"Tallahatchie County, MS",5711,5316,395
28,137,"Tate County, MS",12026,11308,718
28,139,"Tippah County, MS",9353,8823,530
28,141,"Tishomingo County, MS",8217,7757,460
28,143,"Tunica County, MS",4589,4256,333
28,145,"Union County, MS",13593,12979,614
28,147,"Walthall County, MS",5016,4621,395
28,149,"Warren County, MS",20715,19377,1338
28,151,"Washington County, MS",17691,16068,1623
28,153,"Wayne County, MS",7503,6943,560
28,155,"Webster County, MS",3889,3640,249
28,157,"Wilkinson County, MS",2825,2532,293
28,159,"Winston County, MS",7076,6563,513
28,161,"Yalobusha County, MS",4864,4553,311
28,163,"Yazoo County, MS",9208,8515,693
29,001,"Adair County, MO",10359,9772,587
29,003,"Andrew County, MO",10021,9649,372
29,005,"Atchison County, MO",2838,2709,129
29,007,"Audrain County, MO",11120,10649,471
29,009,"Barry County, MO",15175,14495,680
29,011,"Barton County, MO",5313,5036,277
29,013,"Bates County, MO",8146,7711,435
29,015,"Benton County, MO",7250,6811,439
29,017,"Bollinger County, MO",5454,5169,285
29,019,"Boone County, MO",98042,94825,3217
29,021,"Buchanan County, MO",46642,44741,1901
29,023,"Butler County, MO",18771,17701,1070
29,025,"Caldwell County, MO",4469,4259,210
29,027,"Callaway County, MO",21800,20908,892
29,029,"Camden County, MO",18705,17620,1085
29,031,"Cape Girardeau County, MO",40711,38952,1759
29,033,"Carroll County, MO",4762,4507,255
29,035,"Carter County, MO",2540,2360,180
29,037,"Cass County, MO",54449,52196,2253
29,039,"Cedar County, MO",5789,5501,288
29,041,"Chariton County, MO",3851,3684,167
29,043,"Christian County, MO",43307,41613,1694
29,045,"Clark County, MO",3366,3119,247
29,047,"Clay County, MO",133855,128647,5208
29,049,"Clinton County, MO",10999,10536,463
29,051,"Cole County, MO",39380,37982,1398
29,053,"Cooper County, MO",7473,7106,367
29,055,"Crawford County, MO",10817,10240,577
29,057,"Dade County, MO",3583,3423,160
29,059,"Dallas County, MO",6947,6567,380
29,061,"Daviess County, MO",4111,3953,158
29,063,"DeKalb County, MO",5077,4856,221
29,065,"Dent County, MO",6195,5862,333
29,067,"Douglas County, MO",5075,4767,308
29,069,"Dunklin County, MO",12820,11767,1053
29,071,"Franklin County, MO",52613,50323,2290
29,073,"Gasconade County, MO",7692,7361,331
29,075,"Gentry County, MO",3584,3451,133
29,077,"Greene County, MO",148413,142801,5612
29,079,"Grundy County, MO",4897,4674,223
29,081,"Harrison County, MO",3968,3801,167
29,083,"Henry County, MO",9880,9388,492
29,085,"Hickory County, MO",3691,3484,207
29,087,"Holt County, MO",2682,2595,87
29,089,"Howard County, MO",5024,4802,222
29,091,"Howell County, MO",16097,15079,1018
29,093,"Iron County, MO",3710,3445,265
29,095,"Jackson County, MO",363794,345196,18598
29,097,"Jasper County, MO",57668,55277,2391
29,099,"Jefferson County, MO",117502,112461,5041
29,101,"Johnson County, MO",23156,22024,1132
29,103,"Knox County, MO",1982,1910,72
29,105,"Laclede County, MO",16142,15263,879
29,107,"Lafayette County, MO",17173,16434,739
29,109,"Lawrence County, MO",17766,16992,774
29,111,"Lewis County, MO",5132,4900,232
29,113,"Lincoln County, MO",27200,25980,1220
29,115,"Linn County, MO",5266,4914,352
29,117,"Livingston County, MO",7342,7056,286
29,119,"McDonald County, MO",10462,10010,452
29,121,"Macon County, MO",7606,7243,363
29,123,"Madison County, MO",5472,5172,300
29,125,"Maries County, MO",3906,3710,196
29,127,"Marion County, MO",14557,13935,622
29,129,"Mercer County, MO",1926,1838,88
29,131,"Miller County, MO",11871,11257,614
29,133,"Mississippi County, MO",6208,5797,411
29,135,"Moniteau County, MO",7463,7140,323
29,137,"Monroe County, MO",4157,3956,201
29,139,"Montgomery County, MO",5743,5481,262
29,141,"Morgan County, MO",7958,7491,467
29,143,"New Madrid County, MO",8230,7468,762
29,145,"Newton County, MO",28186,26960,1226
29,147,"Nodaway County, MO",10838,10334,504
29,149,"Oregon County, MO",4110,3864,246
29,151,"Osage County, MO",7219,6974,245
29,153,"Ozark County, MO",3627,3364,263
29,155,"Pemiscot County, MO",7023,6401,622
29,157,"Perry County, MO",10068,9710,358
29,159,"Pettis County, MO",20602,19588,1014
29,161,"Phelps County, MO",19485,18562,923
29,163,"Pike County, MO",8056,7694,362
29,165,"Platte County, MO",56646,54601,2045
29,167,"Polk County, MO",14205,13516,689
29,169,"Pulaski County, MO",14461,13678,783
29,171,"Putnam County, MO",2452,2340,112
29,173,"Ralls County, MO",5621,5395,226
29,175,"Randolph County, MO",10481,9933,548
29,177,"Ray County, MO",11135,10588,547
29,179,"Reynolds County, MO",2680,2507,173
29,181,"Ripley County, MO",5329,4954,375
29,183,"St. Charles County, MO",220910,213165,7745
29,185,"St. Clair County, MO",3912,3667,245
29,186,"Ste. Genevieve County, MO",8980,8563,417
29,187,"St. Francois County, MO",26210,24770,1440
29,189,"St. Louis County, MO",531064,508770,22294
29,195,"Saline County, MO",10726,10227,499
29,197,"Schuyler County, MO",1904,1783,121
29,199,"Scotland County, MO",2452,2351,101
29,201,"Scott County, MO",19950,18810,1140
29,203,"Shannon County, MO",3322,3079,243
29,205,"Shelby County, MO",3069,2940,129
29,207,"Stoddard County, MO",13286,12436,850
29,209,"Stone County, MO",13417,12478,939
29,211,"Sullivan County, MO",2768,2609,159
29,213,"Taney County, MO",26311,24362,1949
29,215,"Texas County, MO",9314,8731,583
29,217,"Vernon County, MO",9598,9133,465
29,219,"Warren County, MO",17480,16750,730
29,221,"Washington County, MO",10331,9677,654
29,223,"Wayne County, MO",5653,5351,302
29,225,"Webster County, MO",16883,16054,829
29,227,"Worth County, MO",1210,1174,36
29,229,"Wright County, MO",7595,7146,449
29,510,"St. Louis city, MO",157198,148669,8529
30,001,"Beaverhead County, MT",5068,4894,174
30,003,"Big Horn County, MT",5539,5123,416
30,005,"Blaine County, MT",2369,2257,112
30,007,"Broadwater County, MT",2551,2421,130
30,009,"Carbon County, MT",5418,5196,222
30,011,"Carter County, MT",696,676,20
30,013,"Cascade County, MT",37781,36224,1557
30,015,"Chouteau County, MT",2513,2415,98
30,017,"Custer County, MT",6235,6007,228
30,019,"Daniels County, MT",934,909,25
30,021,"Dawson County, MT",4601,4418,183
30,023,"Deer Lodge County, MT",5296,5087,209
30,025,"Fallon County, MT",1810,1742,68
30,027,"Fergus County, MT",5763,5528,235
30,029,"Flathead County, MT",45960,43298,2662
30,031,"Gallatin County, MT",62060,60245,1815
30,033,"Garfield County, MT",763,740,23
30,035,"Glacier County, MT",5826,5310,516
30,037,"Golden Valley County, MT",378,361,17
30,039,"Granite County, MT",1632,1532,100
30,041,"Hill County, MT",7797,7448,349
30,043,"Jefferson County, MT",5669,5399,270
30,045,"Judith Basin County, MT",932,899,33
30,047,"Lake County, MT",13078,12435,643
30,049,"Lewis and Clark County, MT",35167,33961,1206
30,051,"Liberty County, MT",988,956,32
30,053,"Lincoln County, MT",7940,7200,740
30,055,"McCone County, MT",1042,1021,21
30,057,"Madison County, MT",4412,4239,173
30,059,"Meagher County, MT",915,877,38
30,061,"Mineral County, MT",1688,1556,132
30,063,"Missoula County, MT",61361,58972,2389
30,065,"Musselshell County, MT",2294,2172,122
30,067,"Park County, MT",8406,8032,374
30,069,"Petroleum County, MT",277,264,13
30,071,"Phillips County, MT",1935,1829,106
30,073,"Pondera County, MT",2864,2739,125
30,075,"Powder River County, MT",1066,1040,26
30,077,"Powell County, MT",2868,2718,150
30,079,"Prairie County, MT",526,508,18
30,081,"Ravalli County, MT",19569,18594,975
30,083,"Richland County, MT",6213,5893,320
30,085,"Roosevelt County, MT",4687,4428,259
30,087,"Rosebud County, MT",4107,3874,233
30,089,"Sanders County, MT",4758,4377,381
30,091,"Sheridan County, MT",1958,1892,66
30,093,"Silver Bow County, MT",17184,16421,763
30,095,"Stillwater County, MT",4808,4609,199
30,097,"Sweet Grass County, MT",1796,1738,58
30,099,"Teton County, MT",2828,2722,106
30,101,"Toole County, MT",2224,2144,80
30,103,"Treasure County, MT",353,337,16
30,105,"Valley County, MT",4400,4246,154
30,107,"Wheatland County, MT",797,755,42
30,109,"Wibaux County, MT",513,492,21
30,111,"Yellowstone County, MT",81129,78099,3030
31,001,"Adams County, NE",16749,16226,523
31,003,"Antelope County, NE",3613,3519,94
31,005,"Arthur County, NE",228,215,13
31,007,"Banner County, NE",420,405,15
31,009,"Blaine County, NE",267,255,12
31,011,"Boone County, NE",3021,2942,79
31,013,"Box Butte County, NE",5675,5472,203
31,015,"Boyd County, NE",1105,1072,33
31,017,"Brown County, NE",1388,1337,51
31,019,"Buffalo County, NE",27371,26687,684
31,021,"Burt County, NE",3566,3435,131
31,023,"Butler County, NE",4652,4503,149
31,025,"Cass County, NE",13217,12774,443
31,027,"Cedar County, NE",4595,4478,117
31,029,"Chase County, NE",2304,2257,47
31,031,"Cherry County, NE",3491,3412,79
31,033,"Cheyenne County, NE",5483,5329,154
31,035,"Clay County, NE",3340,3237,103
31,037,"Colfax County, NE",5582,5424,158
31,039,"Cuming County, NE",4742,4606,136
31,041,"Custer County, NE",6387,6238,149
31,043,"Dakota County, NE",10969,10515,454
31,045,"Dawes County, NE",5243,5089,154
31,047,"Dawson County, NE",13037,12653,384
31,049,"Deuel County, NE",1067,1039,28
31,051,"Dixon County, NE",3086,2984,102
31,053,"Dodge County, NE",19237,18649,588
31,055,"Douglas County, NE",289613,280038,9575
31,057,"Dundy County, NE",1202,1176,26
31,059,"Fillmore County, NE",3201,3113,88
31,061,"Franklin County, NE",1509,1464,45
31,063,"Frontier County, NE",1578,1534,44
31,065,"Furnas County, NE",2731,2655,76
31,067,"Gage County, NE",11112,10749,363
31,069,"Garden County, NE",1194,1155,39
31,071,"Garfield County, NE",1162,1133,29
31,073,"Gosper County, NE",1062,1035,27
31,075,"Grant County, NE",455,445,10
31,077,"Greeley County, NE",1241,1203,38
31,079,"Hall County, NE",31581,30429,1152
31,081,"Hamilton County, NE",4679,4549,130
31,083,"Harlan County, NE",1767,1723,44
31,085,"Hayes County, NE",593,579,14
31,087,"Hitchcock County, NE",1313,1266,47
31,089,"Holt County, NE",5892,5747,145
31,091,"Hooker County, NE",394,380,14
31,093,"Howard County, NE",3318,3209,109
31,095,"Jefferson County, NE",4245,4143,102
31,097,"Johnson County, NE",2103,2037,66
31,099,"Kearney County, NE",3761,3673,88
31,101,"Keith County, NE",4643,4509,134
31,103,"Keya Paha County, NE",623,610,13
31,105,"Kimball County, NE",1982,1902,80
31,107,"Knox County, NE",4745,4601,144
31,109,"Lancaster County, NE",169981,165281,4700
31,111,"Lincoln County, NE",18815,18238,577
31,113,"Logan County, NE",486,472,14
31,115,"Loup County, NE",398,384,14
31,117,"McPherson County, NE",466,455,11
31,119,"Madison County, NE",19266,18738,528
31,121,"Merrick County, NE",4056,3910,146
31,123,"Morrill County, NE",2663,2579,84
31,125,"Nance County, NE",2011,1956,55
31,127,"Nemaha County, NE",3637,3505,132
31,129,"Nuckolls County, NE",2380,2311,69
31,131,"Otoe County, NE",8307,8026,281
31,133,"Pawnee County, NE",1663,1626,37
31,135,"Perkins County, NE",1830,1790,40
31,137,"Phelps County, NE",4957,4833,124
31,139,"Pierce County, NE",4168,4059,109
31,141,"Platte County, NE",17068,16476,592
31,143,"Polk County, NE",2898,2821,77
31,145,"Red Willow County, NE",6009,5840,169
31,147,"Richardson County, NE",4261,4124,137
31,149,"Rock County, NE",896,873,23
31,151,"Saline County, NE",7391,7164,227
31,153,"Sarpy County, NE",92568,89882,2686
31,155,"Saunders County, NE",10935,10600,335
31,157,"Scotts Bluff County, NE",18951,18290,661
31,159,"Seward County, NE",8802,8551,251
31,161,"Sheridan County, NE",2753,2675,78
31,163,"Sherman County, NE",1726,1671,55
31,165,"Sioux County, NE",788,767,21
31,167,"Stanton County, NE",3460,3370,90
31,169,"Thayer County, NE",2919,2848,71
31,171,"Thomas County, NE",451,436,15
31,173,"Thurston County, NE",2995,2852,143
31,175,"Valley County, NE",2104,2045,59
31,177,"Washington County, NE",11169,10813,356
31,179,"Wayne County, NE",5656,5506,150
31,181,"Webster County, NE",1722,1668,54
31,183,"Wheeler County, NE",569,557,12
31,185,"York County, NE",7365,7166,199
32,001,"Churchill County, NV",10304,9724,580
32,003,"Clark County, NV",1040292,978799,61493
32,005,"Douglas County, NV",22069,20810,1259
32,007,"Elko County, NV",26709,25497,1212
32,009,"Esmeralda County, NV",511,487,24
32,011,"Eureka County, NV",980,935,45
32,013,"Humboldt County, NV",7990,7545,445
32,015,"Lander County, NV",3106,2909,197
32,017,"Lincoln County, NV",1969,1863,106
32,019,"Lyon County, NV",21106,19500,1606
32,021,"Mineral County, NV",1994,1866,128
32,023,"Nye County, NV",15905,14721,1184
32,027,"Pershing County, NV",2439,2293,146
32,029,"Storey County, NV",1891,1770,121
32,031,"Washoe County, NV",227991,216417,11574
32,033,"White Pine County, NV",4448,4238,210
32,510,"Carson City, NV",24529,23017,1512
33,001,"Belknap County, NH",31427,30536,891
33,003,"Carroll County, NH",23702,23003,699
33,005,"Cheshire County, NH",41458,40323,1135
33,007,"Coos County, NH",14662,14109,553
33,009,"Grafton County, NH",48813,47659,1154
33,011,"Hillsborough County, NH",232312,225276,7036
33,013,"Merrimack County, NH",82037,79943,2094
33,015,"Rockingham County, NH",181925,176410,5515
33,017,"Strafford County, NH",72514,70666,1848
33,019,"Sullivan County, NH",23626,23075,551
34,001,"Atlantic County, NJ",122855,113793,9062
34,003,"Bergen County, NJ",480916,460970,19946
34,005,"Burlington County, NJ",230410,220184,10226
34,007,"Camden County, NJ",252853,239027,13826
34,009,"Cape May County, NJ",46780,42204,4576
34,011,"Cumberland County, NJ",66489,61546,4943
34,013,"Essex County, NJ",369898,347867,22031
34,015,"Gloucester County, NJ",149058,141551,7507
34,017,"Hudson County, NJ",360730,344004,16726
34,019,"Hunterdon County, NJ",64574,62163,2411
34,021,"Mercer County, NJ",198847,190295,8552
34,023,"Middlesex County, NJ",437739,418503,19236
34,025,"Monmouth County, NJ",327641,313165,14476
34,027,"Morris County, NJ",259361,249294,10067
34,029,"Ocean County, NJ",268831,254901,13930
34,031,"Passaic County, NJ",244584,229603,14981
34,033,"Salem County, NJ",30073,28162,1911
34,035,"Somerset County, NJ",172875,165923,6952
34,037,"Sussex County, NJ",75182,71667,3515
34,039,"Union County, NJ",276619,262443,14176
34,041,"Warren County, NJ",56509,53937,2572
35,001,"Bernalillo County, NM",329282,309914,19368
35,003,"Catron County, NM",1214,1115,99
35,005,"Chaves County, NM",28257,26338,1919
35,006,"Cibola County, NM",9379,8600,779
35,007,"Colfax County, NM",5874,5517,357
35,009,"Curry County, NM",22136,21004,1132
35,011,"De Baca County, NM",839,799,40
35,013,"Dona Ana County, NM",96370,89390,6980
35,015,"Eddy County, NM",28918,27013,1905
35,017,"Grant County, NM",12559,11740,819
35,019,"Guadalupe County, NM",1705,1593,112
35,021,"Harding County, NM",280,260,20
35,023,"Hidalgo County, NM",2219,2095,124
35,025,"Lea County, NM",27967,25359,2608
35,027,"Lincoln County, NM",8708,8184,524
35,028,"Los Alamos County, NM",8862,8482,380
35,029,"Luna County, NM",10870,9283,1587
35,031,"McKinley County, NM",24587,22260,2327
35,033,"Mora County, NM",2256,2057,199
35,035,"Otero County, NM",25674,24101,1573
35,037,"Quay County, NM",3235,3013,222
35,039,"Rio Arriba County, NM",16892,15617,1275
35,041,"Roosevelt County, NM",8130,7661,469
35,043,"Sandoval County, NM",64607,60300,4307
35,045,"San Juan County, NM",54678,49824,4854
35,047,"San Miguel County, NM",11179,10310,869
35,049,"Santa Fe County, NM",74060,70098,3962
35,051,"Sierra County, NM",4094,3745,349
35,053,"Socorro County, NM",6733,6233,500
35,055,"Taos County, NM",15062,13780,1282
35,057,"Torrance County, NM",5554,5042,512
35,059,"Union County, NM",1909,1831,78
35,061,"Valencia County, NM",30156,27958,2198
36,001,"Albany County, NY",158526,151974,6552
36,003,"Allegany County, NY",20070,18781,1289
36,005,"Bronx County, NY",603006,560468,42538
36,007,"Broome County, NY",85916,81177,4739
36,009,"Cattaraugus County, NY",34879,32760,2119
36,011,"Cayuga County, NY",36716,34828,1888
36,013,"Chautauqua County, NY",56159,52844,3315
36,015,"Chemung County, NY",36232,34123,2109
36,017,"Chenango County, NY",22844,21668,1176
36,019,"Clinton County, NY",35822,33869,1953
36,021,"Columbia County, NY",31473,30294,1179
36,023,"Cortland County, NY",22999,21667,1332
36,025,"Delaware County, NY",19234,18154,1080
36,027,"Dutchess County, NY",143108,137045,6063
36,029,"Erie County, NY",445373,423060,22313
36,031,"Essex County, NY",17248,16311,937
36,033,"Franklin County, NY",19804,18662,1142
36,035,"Fulton County, NY",23238,21886,1352
36,037,"Genesee County, NY",29744,28357,1387
36,039,"Greene County, NY",20575,19517,1058
36,041,"Hamilton County, NY",2366,2210,156
